Colour.difference	background	stimuli	ind	batch	sex	variable	of	success	target.same	chick	Colour.difference.s
1.8	green	green	B1	a	male	corr	35	TRUE	TRUE	aB1	-0.16131857022374496
1.8	green	green	B1	a	male	corr	35	TRUE	TRUE	aB1	-0.16131857022374496
1.8	green	green	B1	a	male	corr	35	TRUE	TRUE	aB1	-0.16131857022374496
1.8	green	green	B1	a	male	corr	35	TRUE	TRUE	aB1	-0.16131857022374496
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
2.5	green	green	B1	a	male	corr	34	TRUE	TRUE	aB1	0.3209567386743259
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
5	green	green	B1	a	male	corr	39	TRUE	TRUE	aB1	2.043368556167436
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.3	green	green	B3	a	male	corr	19	TRUE	TRUE	aB3	-1.194765660719611
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
0.6	green	green	B3	a	male	corr	20	TRUE	TRUE	aB3	-0.9880762426204379
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1	green	green	B3	a	male	corr	33	TRUE	TRUE	aB3	-0.7124903518215403
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
1.8	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	-0.16131857022374496
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
2.5	green	green	B3	a	male	corr	36	TRUE	TRUE	aB3	0.3209567386743259
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
5	green	green	B3	a	male	corr	40	TRUE	TRUE	aB3	2.043368556167436
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.3	green	orange	D1	b	female	corr	22	TRUE	FALSE	bD1	-1.194765660719611
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
0.7	green	orange	D1	b	female	corr	29	TRUE	FALSE	bD1	-0.9191797699207136
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
1	green	orange	D1	b	female	corr	31	TRUE	FALSE	bD1	-0.7124903518215403
